option,bid,bid_size,ask,ask_size,iv,open_interest,volume,delta,gamma,vega,theta,rho,theo,change,open,high,low,tick,last_trade_price,last_trade_time,percent_change,prev_day_close
SPY261030C00650000,112.83,4.0,116.49,4.0,0.2713,99.0,0.0,0.9528,0.0013,0.2743,-0.0606,0.8179,114.8412,0.0,0.0,0.0,0.0,no_change,112.8,2026-09-10T11:13:30,0.0,118.540000915527
SPY261030P00650000,1.5,725.0,1.51,731.0,0.2785,15227.0,25.0,-0.0478,0.0013,0.2763,-0.0795,-0.0452,1.5044,0.185,1.68,1.73,1.59,down,1.59,2026-09-14T11:24:15,13.1673,1.40499997138977
SPY261030C00651000,111.83,71.0,115.53,213.0,0.2698,2.0,0.0,0.952,0.0013,0.278,-0.0614,0.8184,113.8686,0.0,0.0,0.0,0.0,up,120.1,2026-05-29T14:01:09,0.0,117.5
SPY261030P00651000,1.52,721.0,1.53,725.0,0.2772,58.0,1.0,-0.0485,0.0013,0.2796,-0.08,-0.0458,1.5224,0.325,1.75,1.75,1.75,up,1.75,2026-09-14T09:34:58,22.807,1.42499995231628
SPY261030C00652000,110.94,10.0,114.52,4.0,0.2694,2.0,0.0,0.9512,0.0014,0.2817,-0.0623,0.8189,112.8964,0.0,0.0,0.0,0.0,up,91.89,2026-05-05T09:37:13,0.0,116.600002288818
SPY261030P00652000,1.54,721.0,1.55,723.0,0.2757,325.0,13.0,-0.0494,0.0014,0.2837,-0.0808,-0.0466,1.5476,0.295,1.66,1.74,1.66,up,1.74,2026-09-14T10:43:44,20.4152,1.44500005245209
SPY261030C00653000,109.96,10.0,113.59,214.0,0.2688,0.0,0.0,0.9504,0.0014,0.2854,-0.0631,0.8194,111.9247,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,115.490001678467
SPY261030P00653000,1.56,718.0,1.57,712.0,0.2744,431.0,0.0,-0.0501,0.0014,0.2872,-0.0814,-0.0474,1.5669,0.0,0.0,0.0,0.0,down,1.59,2026-09-09T15:02:19,0.0,1.4650000333786
SPY261030C00654000,108.91,71.0,112.6,4.0,0.2657,4.0,0.0,0.9495,0.0014,0.2892,-0.064,0.8198,110.9534,0.0,0.0,0.0,0.0,down,121.7,2026-08-06T12:01:13,0.0,114.569999694824
SPY261030P00654000,1.59,707.0,1.6,713.0,0.2732,172.0,0.0,-0.051,0.0014,0.2914,-0.0822,-0.0482,1.5928,0.0,0.0,0.0,0.0,down,1.51,2026-09-11T10:00:42,0.0,1.48500001430511
SPY261030C00655000,107.95,71.0,111.5,4.0,0.2621,67.0,0.0,0.9487,0.0014,0.293,-0.0648,0.8203,109.9825,0.0,0.0,0.0,0.0,up,121.5,2026-09-03T12:30:49,0.0,113.560001373291
SPY261030P00655000,1.61,807.0,1.62,741.0,0.2717,167.0,4.0,-0.0519,0.0014,0.2953,-0.083,-0.049,1.6167,0.315,1.82,1.82,1.82,no_change,1.82,2026-09-14T10:26:09,20.9302,1.50499999523163
SPY261030C00656000,106.98,4.0,110.44,4.0,0.2592,176.0,0.0,0.9478,0.0014,0.2969,-0.0657,0.8207,109.0122,0.0,0.0,0.0,0.0,up,111.52,2026-09-09T10:02:08,0.0,112.639999389648
SPY261030P00656000,1.63,709.0,1.64,703.0,0.2704,183.0,2.0,-0.0527,0.0015,0.2991,-0.0836,-0.0497,1.6373,0.29,1.76,1.82,1.76,up,1.82,2026-09-14T10:23:48,18.9543,1.52999997138977
SPY261030C00657000,106.01,4.0,109.37,4.0,0.256,0.0,0.0,0.9469,0.0015,0.3009,-0.0666,0.8211,108.0423,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,111.600002288818
SPY261030P00657000,1.66,701.0,1.67,708.0,0.2691,420.0,5.0,-0.0537,0.0015,0.3041,-0.0844,-0.0507,1.6649,0.365,1.92,1.92,1.92,up,1.92,2026-09-14T09:35:03,23.4727,1.55499994754791
SPY261030C00658000,105.04,71.0,108.54,4.0,0.2576,1.0,0.0,0.946,0.0015,0.3049,-0.0674,0.8215,107.073,0.0,0.0,0.0,0.0,up,106.05,2026-09-10T10:24:40,0.0,110.795001983643
SPY261030P00658000,1.68,705.0,1.69,699.0,0.2677,80.0,2.0,-0.0545,0.0015,0.3083,-0.085,-0.0515,1.6867,0.335,1.91,1.91,1.91,no_change,1.91,2026-09-14T10:54:04,21.2698,1.57500004768372
SPY261030C00659000,104.11,10.0,107.77,216.0,0.2607,1.0,0.0,0.9451,0.0015,0.3089,-0.0683,0.8219,106.1041,0.0,0.0,0.0,0.0,up,109.99,2026-05-28T10:12:54,0.0,109.659999847412
SPY261030P00659000,1.71,698.0,1.72,730.0,0.2665,59.0,0.0,-0.0554,0.0016,0.3129,-0.0858,-0.0524,1.7122,0.0,0.0,0.0,0.0,up,1.58,2026-09-08T15:18:49,0.0,1.59500002861023
SPY261030C00660000,103.1,71.0,106.3,4.0,0.2494,74.0,0.0,0.9442,0.0016,0.313,-0.0692,0.8222,105.1358,0.0,0.0,0.0,0.0,down,103.55,2026-09-10T10:41:13,0.0,108.689998626709
SPY261030P00660000,1.73,914.0,1.74,695.0,0.265,632.0,12.0,-0.0564,0.0016,0.3175,-0.0866,-0.0533,1.7382,0.075,2.02,2.02,1.7,down,1.7,2026-09-14T11:58:37,4.61538,1.625
SPY261030C00661000,102.13,71.0,105.83,217.0,0.2574,7.0,0.0,0.9432,0.0016,0.3172,-0.0702,0.8225,104.168,0.0,0.0,0.0,0.0,down,105.9,2026-09-09T10:18:26,0.0,107.720001220703
SPY261030P00661000,1.76,698.0,1.77,693.0,0.2638,69.0,3.0,-0.0575,0.0016,0.3225,-0.0875,-0.0544,1.7688,0.085,2.05,2.05,1.73,down,1.73,2026-09-14T11:45:35,5.16717,1.64499998092651
SPY261030C00662000,101.16,71.0,104.86,217.0,0.2561,7.0,0.0,0.9422,0.0016,0.3215,-0.0711,0.8229,103.2008,0.0,0.0,0.0,0.0,down,99.34,2026-05-13T11:28:25,0.0,106.784999847412
SPY261030P00662000,1.79,691.0,1.8,697.0,0.2626,254.0,5.0,-0.0584,0.0016,0.3267,-0.0881,-0.0552,1.7918,0.13,1.8,1.8,1.8,no_change,1.8,2026-09-14T12:05:44,7.78443,1.66999995708466
SPY261030C00663000,100.41,4.0,103.89,218.0,0.2584,1.0,0.0,0.9412,0.0016,0.3259,-0.072,0.8232,102.2341,0.0,0.0,0.0,0.0,down,108.05,2026-09-08T12:48:52,0.0,105.834999084473
SPY261030P00663000,1.82,688.0,1.83,694.0,0.2613,56.0,4.0,-0.0594,0.0017,0.3304,-0.0889,-0.0563,1.8202,0.415,2.11,2.11,2.11,up,2.11,2026-09-14T09:38:27,24.4838,1.69500005245209
SPY261030C00664000,99.32,4.0,102.91,4.0,0.2549,1.0,0.0,0.9402,0.0017,0.3303,-0.0729,0.8234,101.268,0.0,0.0,0.0,0.0,up,108.77,2026-08-20T12:39:03,0.0,104.840000152588
SPY261030P00664000,1.84,693.0,1.85,687.0,0.2598,831.0,11.0,-0.0605,0.0017,0.3344,-0.0897,-0.057,1.8491,0.125,2.04,2.04,1.85,no_change,1.85,2026-09-14T11:47:07,7.24638,1.72500002384186
SPY261030C00665000,98.26,71.0,101.96,218.0,0.2523,15.0,0.0,0.9391,0.0017,0.3348,-0.0738,0.8237,100.3025,0.0,0.0,0.0,0.0,no_change,96.5,2026-09-10T10:11:10,0.0,103.965000152588
SPY261030P00665000,1.87,691.0,1.88,684.0,0.2584,235.0,4.0,-0.0616,0.0017,0.3384,-0.0905,-0.058,1.8786,0.335,2.17,2.17,2.08,down,2.08,2026-09-14T11:14:58,19.1977,1.74500000476837
SPY261030C00666000,97.3,71.0,101.0,219.0,0.2512,2.0,0.0,0.938,0.0018,0.3394,-0.0748,0.8239,99.3376,0.0,0.0,0.0,0.0,up,93.89,2026-06-12T12:13:16,0.0,102.889999389648
SPY261030P00666000,1.9,685.0,1.91,682.0,0.2571,67.0,2.0,-0.0627,0.0018,0.3426,-0.0913,-0.0589,1.9085,0.125,2.15,2.15,1.9,down,1.9,2026-09-14T11:51:51,7.04225,1.77499997615814
SPY261030C00667000,96.43,4.0,100.03,219.0,0.2514,0.0,0.0,0.9369,0.0018,0.3441,-0.0758,0.8241,98.3733,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,101.959999084473
SPY261030P00667000,1.93,681.0,1.94,680.0,0.2557,48.0,22.0,-0.0638,0.0018,0.3469,-0.0922,-0.0598,1.939,0.125,2.11,2.11,1.93,down,1.93,2026-09-14T11:51:51,6.92521,1.80499994754791
SPY261030C00668000,95.6,4.0,99.07,220.0,0.2523,4.0,0.0,0.9358,0.0018,0.3489,-0.0767,0.8242,97.4097,0.0,0.0,0.0,0.0,up,111.57,2026-08-12T11:00:25,0.0,100.979999542236
SPY261030P00668000,1.96,680.0,1.97,677.0,0.2544,52.0,2.0,-0.0649,0.0018,0.3514,-0.093,-0.0608,1.97,0.105,2.24,2.24,1.93,down,1.93,2026-09-14T11:59:00,5.75342,1.82500004768372
SPY261030C00669000,94.44,10.0,98.11,220.0,0.248,2.0,0.0,0.9346,0.0018,0.3538,-0.0777,0.8243,96.4467,0.0,0.0,0.0,0.0,up,93.12,2026-09-10T10:05:27,0.0,100.029998779297
SPY261030P00669000,2.0,674.0,2.01,677.0,0.2533,63.0,31.0,-0.0661,0.0019,0.3561,-0.0938,-0.0619,2.0016,0.425,2.32,2.32,2.28,down,2.28,2026-09-14T10:29:36,22.9111,1.85500001907349
SPY261030C00670000,93.44,71.0,97.14,221.0,0.2461,26.0,0.0,0.9335,0.0019,0.3587,-0.0787,0.8244,95.4845,0.0,0.0,0.0,0.0,down,96.12,2026-09-09T12:25:06,0.0,99.060001373291
SPY261030P00670000,2.03,672.0,2.04,674.0,0.2519,75963.0,100.0,-0.0673,0.0019,0.3611,-0.0947,-0.063,2.0339,0.165,2.34,2.35,2.0,up,2.05,2026-09-14T12:07:17,8.75332,1.88499999046326
SPY261030C00671000,92.76,4.0,96.18,221.0,0.2491,0.0,2.0,0.9323,0.0019,0.3637,-0.0796,0.8245,94.5229,-6.365,91.78,91.78,91.73,down,91.73,2026-09-14T10:59:57,-6.48861,98.0949974060059
SPY261030P00671000,2.06,676.0,2.07,676.0,0.2506,78.0,0.0,-0.0687,0.002,0.3666,-0.0957,-0.0642,2.0718,0.0,0.0,0.0,0.0,up,2.07,2026-09-11T10:48:15,0.0,1.91499996185303
SPY261030C00672000,91.52,71.0,95.22,222.0,0.2437,4.0,0.0,0.931,0.002,0.3688,-0.0806,0.8245,93.5621,0.0,0.0,0.0,0.0,down,108.72,2026-08-11T11:10:47,0.0,97.1349983215332
SPY261030P00672000,2.09,673.0,2.11,674.0,0.2493,37.0,0.0,-0.0698,0.002,0.3714,-0.0964,-0.0652,2.1004,0.0,0.0,0.0,0.0,up,1.84,2026-09-08T13:48:24,0.0,1.94500005245209
SPY261030C00673000,90.58,10.0,94.26,222.0,0.2428,29.0,0.0,0.9298,0.002,0.374,-0.0816,0.8245,92.602,0.0,0.0,0.0,0.0,up,97.57,2026-09-08T14:49:00,0.0,96.1700019836426
SPY261030P00673000,2.13,666.0,2.14,670.0,0.248,820.0,0.0,-0.0712,0.002,0.3771,-0.0974,-0.0665,2.1396,0.0,0.0,0.0,0.0,down,1.98,2026-09-11T10:22:04,0.0,1.97500002384186
SPY261030C00674000,89.84,4.0,93.29,4.0,0.2445,3.0,0.0,0.9285,0.002,0.3792,-0.0827,0.8245,91.6426,0.0,0.0,0.0,0.0,up,98.38,2026-08-04T09:51:44,0.0,95.2049980163574
SPY261030P00674000,2.16,668.0,2.18,669.0,0.2467,188.0,10.0,-0.0724,0.0021,0.382,-0.0981,-0.0675,2.1699,0.5,2.51,2.51,2.51,up,2.51,2026-09-14T09:37:05,24.8756,2.00999999046326
SPY261030C00675000,88.72,10.0,92.34,224.0,0.2251,5.0,3.0,0.9272,0.0021,0.3845,-0.0837,0.8244,90.6841,-5.825,89.16,89.16,88.4,down,88.4,2026-09-14T10:28:07,-6.18201,94.2249984741211
SPY261030P00675000,2.2,665.0,2.21,661.0,0.2454,850.0,4.0,-0.0737,0.0021,0.3872,-0.099,-0.0688,2.2059,0.165,2.5,2.5,2.21,down,2.21,2026-09-14T12:04:59,8.06846,2.04499995708466
SPY261030C00676000,87.71,10.0,91.22,1.0,0.2369,0.0,0.0,0.9258,0.0021,0.3898,-0.0847,0.8243,89.7264,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,93.2849998474121
SPY261030P00676000,2.24,656.0,2.25,663.0,0.2441,87.0,1.0,-0.0751,0.0022,0.3929,-0.0999,-0.0702,2.2428,0.395,2.47,2.47,2.47,down,2.47,2026-09-14T09:45:07,19.0361,2.07499992847443
SPY261030C00677000,87.01,4.0,90.43,225.0,0.2415,2.0,0.0,0.9244,0.0022,0.3952,-0.0858,0.8242,88.7695,0.0,0.0,0.0,0.0,down,92.26,2026-09-11T09:38:50,0.0,92.3250007629394
SPY261030P00677000,2.28,654.0,2.29,656.0,0.2429,177.0,0.0,-0.0765,0.0022,0.3994,-0.1008,-0.0714,2.2805,0.0,0.0,0.0,0.0,down,2.04,2026-09-11T13:25:06,0.0,2.11499989032745
SPY261030C00678000,85.79,10.0,89.47,226.0,0.2366,2.0,0.0,0.923,0.0022,0.4007,-0.0868,0.824,87.8134,0.0,0.0,0.0,0.0,up,94.03,2026-08-31T14:14:33,0.0,91.3650016784668
SPY261030P00678000,2.31,654.0,2.32,651.0,0.2414,285.0,37.0,-0.0779,0.0022,0.4058,-0.1017,-0.0728,2.319,0.515,2.49,2.66,2.49,no_change,2.66,2026-09-14T10:56:48,24.0093,2.1450001001358
SPY261030C00679000,84.84,10.0,88.52,226.0,0.2355,3.0,0.0,0.9216,0.0022,0.4063,-0.0879,0.8239,86.8582,0.0,0.0,0.0,0.0,down,92.51,2026-08-31T10:17:44,0.0,90.4050025939941
SPY261030P00679000,2.35,654.0,2.36,648.0,0.2401,219.0,3.0,-0.0794,0.0023,0.4121,-0.1027,-0.0742,2.3584,0.335,2.65,2.65,2.52,down,2.52,2026-09-14T09:50:24,15.3318,2.18500006198883
SPY261030C00680000,83.89,11.0,87.56,227.0,0.2343,141.0,2.0,0.9201,0.0023,0.4119,-0.0889,0.8237,85.9039,-5.645,83.0,83.8,83.0,up,83.8,2026-09-14T10:41:35,-6.31114,89.4449996948242
SPY261030P00680000,2.39,653.0,2.4,646.0,0.2388,1827.0,44.0,-0.0809,0.0023,0.4184,-0.1036,-0.0757,2.3986,0.145,2.72,2.76,2.36,down,2.36,2026-09-14T11:54:20,6.54627,2.2150000333786
SPY261030C00681000,83.16,4.0,86.61,228.0,0.236,18.0,0.0,0.9186,0.0023,0.4177,-0.09,0.8234,84.9505,0.0,0.0,0.0,0.0,down,91.2,2026-08-20T13:36:39,0.0,88.4599990844726
SPY261030P00681000,2.43,648.0,2.45,645.0,0.2376,275.0,3.0,-0.0824,0.0024,0.4247,-0.1046,-0.0773,2.4397,0.525,2.59,2.78,2.59,up,2.78,2026-09-14T10:30:06,23.2816,2.25499999523163
SPY261030C00682000,82.04,10.0,85.66,228.0,0.2326,3.0,0.0,0.917,0.0024,0.4235,-0.0911,0.8232,83.998,0.0,0.0,0.0,0.0,down,86.1,2026-09-09T09:30:30,0.0,87.5050010681152
SPY261030P00682000,2.47,643.0,2.49,641.0,0.2362,178.0,0.0,-0.084,0.0024,0.4296,-0.1055,-0.0787,2.483,0.0,0.0,0.0,0.0,no_change,2.26,2026-09-11T14:29:35,0.0,2.29499995708466
SPY261030C00683000,81.18,10.0,84.71,229.0,0.2325,1.0,0.0,0.9155,0.0024,0.4295,-0.0922,0.8229,83.0465,0.0,0.0,0.0,0.0,up,89.74,2026-08-26T15:49:22,0.0,86.5499992370606
SPY261030P00683000,2.52,20.0,2.54,664.0,0.235,1705.0,2.0,-0.0858,0.0025,0.4352,-0.1066,-0.0801,2.5319,0.435,2.93,2.93,2.77,down,2.77,2026-09-14T09:46:45,18.6296,2.33499991893768
SPY261030C00684000,80.11,10.0,83.75,230.0,0.2297,2.0,0.0,0.9138,0.0025,0.4355,-0.0933,0.8225,82.0959,0.0,0.0,0.0,0.0,down,88.42,2026-08-20T13:36:38,0.0,85.6099967956543
SPY261030P00684000,2.56,635.0,2.58,636.0,0.2337,530.0,2.0,-0.0874,0.0025,0.4402,-0.1075,-0.0813,2.572,0.53,2.89,2.9,2.89,up,2.9,2026-09-14T11:01:53,22.3629,2.37000000476837
SPY261030C00685000,79.15,10.0,82.8,4.0,0.2283,11.0,1.0,0.9122,0.0025,0.4417,-0.0944,0.8221,81.1463,-5.695,78.97,78.97,78.97,up,78.97,2026-09-14T10:34:53,-6.72651,84.6650009155274
SPY261030P00685000,2.61,53.0,2.63,658.0,0.2325,9397.0,50.0,-0.089,0.0026,0.4458,-0.1085,-0.0826,2.6177,0.47,2.99,3.03,2.77,up,2.88,2026-09-14T11:08:42,19.5021,2.41000008583069
SPY261030C00686000,79.17,1.0,81.86,231.0,0.2383,19.0,0.0,0.9105,0.0026,0.448,-0.0955,0.8217,80.1978,0.0,0.0,0.0,0.0,down,84.09,2026-09-01T12:06:20,0.0,83.7150001525879
SPY261030P00686000,2.65,629.0,2.67,628.0,0.231,311.0,14.0,-0.0908,0.0026,0.4517,-0.1094,-0.0841,2.6642,0.31,2.95,2.95,2.76,down,2.76,2026-09-14T11:33:01,12.6531,2.45000004768372
SPY261030C00687000,77.56,4.0,80.91,232.0,0.2295,9.0,0.0,0.9088,0.0026,0.4544,-0.0966,0.8212,79.2503,0.0,0.0,0.0,0.0,down,85.64,2026-08-20T13:36:38,0.0,82.7399978637695
SPY261030P00687000,2.7,625.0,2.72,625.0,0.2299,132.0,1.0,-0.0927,0.0027,0.4583,-0.1106,-0.0857,2.7164,0.595,3.09,3.09,3.09,down,3.09,2026-09-14T09:33:04,23.8477,2.49500000476837
SPY261030C00688000,78.09,1.0,79.96,165.0,0.2439,3096.0,0.0,0.907,0.0027,0.461,-0.0977,0.8206,78.3039,0.0,0.0,0.0,0.0,down,83.3,2026-09-08T15:50:00,0.0,81.8050003051758
SPY261030P00688000,2.75,621.0,2.77,623.0,0.2285,3074.0,2.0,-0.0945,0.0027,0.465,-0.1116,-0.0872,2.7661,0.48,3.02,3.02,3.02,no_change,3.02,2026-09-14T09:46:54,18.8976,2.53999996185303
SPY261030C00689000,77.16,1.0,77.54,11.0,0.227,3064.0,0.0,0.9052,0.0027,0.4676,-0.0989,0.82,77.3586,0.0,0.0,0.0,0.0,down,82.99,2026-09-08T14:41:21,0.0,80.8499984741211
SPY261030P00689000,2.8,617.0,2.82,619.0,0.2273,2902.0,2.0,-0.0962,0.0028,0.4712,-0.1125,-0.0888,2.8099,0.555,3.14,3.14,3.14,no_change,3.14,2026-09-14T09:42:02,21.47,2.58499991893768
SPY261030C00690000,76.1,23.0,76.56,23.0,0.2241,659.0,1.0,0.9033,0.0028,0.4743,-0.1,0.8194,76.4145,-6.41,73.5,73.5,73.5,down,73.5,2026-09-14T10:40:54,-8.02152,79.9099998474121
SPY261030P00690000,2.85,614.0,2.87,615.0,0.226,3499.0,44.0,-0.0981,0.0028,0.4781,-0.1135,-0.0904,2.8606,0.58,3.19,3.26,3.05,down,3.21,2026-09-14T10:49:17,22.0532,2.62999999523163
SPY261030C00691000,75.16,22.0,75.64,4.0,0.2232,2.0,0.0,0.9014,0.0028,0.4811,-0.1012,0.8187,75.4717,0.0,0.0,0.0,0.0,down,83.32,2026-08-21T15:49:28,0.0,79.5999984741211
SPY261030P00691000,2.9,612.0,2.92,611.0,0.2247,149.0,14.0,-0.1001,0.0029,0.485,-0.1145,-0.0922,2.9126,0.195,3.19,3.19,2.87,no_change,2.87,2026-09-14T11:47:07,7.28972,2.67500007152557
SPY261030C00692000,74.22,22.0,76.19,171.0,0.2371,142.0,0.0,0.8994,0.0029,0.4879,-0.1023,0.818,74.53,0.0,0.0,0.0,0.0,down,72.77,2026-09-10T11:23:52,0.0,77.9650001525879
SPY261030P00692000,2.95,609.0,2.98,609.0,0.2234,97.0,15.0,-0.1021,0.003,0.4917,-0.1156,-0.0941,2.9658,0.245,3.19,3.19,2.97,no_change,2.97,2026-09-14T12:05:44,8.99082,2.72500002384186
SPY261030C00693000,73.38,1.0,73.72,4.0,0.2214,2003.0,0.0,0.8973,0.003,0.4953,-0.1036,0.817,73.5763,0.0,0.0,0.0,0.0,no_change,79.16,2026-09-08T14:40:26,0.0,77.0349998474121
SPY261030P00693000,3.01,389.0,3.03,388.0,0.2222,1561.0,1.0,-0.1041,0.003,0.4989,-0.1166,-0.0961,3.0205,0.225,3.0,3.0,3.0,up,3.0,2026-09-14T11:41:45,8.10811,2.77499997615814
SPY261030C00694000,70.71,22.0,74.09,1.0,0.2156,29.0,0.0,0.8954,0.003,0.5018,-0.1046,0.8163,72.6506,0.0,0.0,0.0,0.0,up,81.76,2026-09-04T09:38:18,0.0,76.0749969482422
SPY261030P00694000,3.06,390.0,3.09,419.0,0.2209,172.0,13.0,-0.1062,0.0031,0.5075,-0.1176,-0.098,3.0764,0.635,3.3,3.54,3.3,down,3.46,2026-09-14T11:01:01,22.4779,2.82499992847443
SPY261030C00695000,71.5,1.0,71.84,4.0,0.2187,1965.0,1.0,0.8933,0.0031,0.5089,-0.1058,0.8154,71.7129,-6.19,68.94,68.94,68.94,down,68.94,2026-09-14T09:30:08,-8.23905,75.129997253418
SPY261030P00695000,3.12,422.0,3.14,383.0,0.2196,1961.0,38.0,-0.1084,0.0031,0.516,-0.1187,-0.1,3.1337,0.2,3.57,3.57,3.08,no_change,3.08,2026-09-14T11:58:50,6.94444,2.87999999523163
SPY261030C00696000,70.47,22.0,70.95,2.0,0.2166,24.0,0.0,0.8911,0.0032,0.516,-0.107,0.8145,70.7765,0.0,0.0,0.0,0.0,down,69.24,2026-09-10T10:31:46,0.0,74.1699981689453
SPY261030P00696000,3.18,382.0,3.2,381.0,0.2183,258.0,2.0,-0.1106,0.0032,0.5242,-0.1198,-0.1021,3.1922,0.7,3.68,3.68,3.63,down,3.63,2026-09-14T11:05:06,23.8908,2.9300000667572
SPY261030C00697000,67.92,11.0,71.44,4.0,0.2138,7.0,2.0,0.8889,0.0032,0.5233,-0.1082,0.8136,69.8415,-4.985,67.85,68.24,67.85,up,68.24,2026-09-14T10:24:23,-6.80778,73.2249984741211
SPY261030P00697000,3.24,408.0,3.26,378.0,0.2171,282.0,3.0,-0.1128,0.0033,0.5323,-0.1208,-0.104,3.2521,0.76,3.7,3.74,3.7,up,3.74,2026-09-14T10:55:19,25.5034,2.98000001907349
SPY261030C00698000,68.7,11.0,70.57,183.0,0.2293,1238.0,0.0,0.8867,0.0033,0.5306,-0.1094,0.8126,68.908,0.0,0.0,0.0,0.0,no_change,74.44,2026-09-08T14:40:41,0.0,72.2700004577637
SPY261030P00698000,3.3,380.0,3.33,380.0,0.2158,960.0,15.0,-0.1152,0.0033,0.5387,-0.1219,-0.1066,3.3152,0.755,3.62,3.79,3.61,no_change,3.79,2026-09-14T10:53:54,24.8764,3.0349999666214
SPY261030C00699000,66.12,22.0,68.15,22.0,0.1969,47.0,0.0,0.8844,0.0033,0.5381,-0.1106,0.8115,67.9759,0.0,0.0,0.0,0.0,no_change,80.03,2026-09-03T15:11:33,0.0,71.3349990844726
SPY261030P00699000,3.36,377.0,3.39,377.0,0.2145,384.0,4.0,-0.1177,0.0034,0.5456,-0.1232,-0.1084,3.3867,0.435,3.62,3.62,3.53,down,3.53,2026-09-14T10:09:10,14.0549,3.09499990940094
SPY261030C00700000,66.83,11.0,67.17,34.0,0.212,1441.0,0.0,0.882,0.0034,0.5458,-0.1118,0.8104,67.0453,0.0,0.0,0.0,0.0,down,64.77,2026-09-10T09:53:34,0.0,70.3800010681152
SPY261030P00700000,3.43,512.0,3.45,104.0,0.2132,4413.0,326.0,-0.12,0.0035,0.5519,-0.1241,-0.1102,3.4452,0.32,3.94,3.99,3.37,up,3.47,2026-09-14T12:09:05,10.1587,3.15000009536743
SPY261030C00701000,65.82,23.0,66.24,4.0,0.2103,1.0,2.0,0.8794,0.0035,0.554,-0.1131,0.809,66.1034,-5.225,64.26,64.26,64.2,down,64.2,2026-09-14T10:23:40,-7.52611,69.4250030517578
SPY261030P00701000,3.5,368.0,3.52,370.0,0.2119,228.0,3.0,-0.1225,0.0036,0.559,-0.1252,-0.1122,3.5121,0.46,3.95,3.95,3.67,down,3.67,2026-09-14T11:33:10,14.3302,3.21000003814697
SPY261030C00702000,64.9,23.0,66.85,192.0,0.2228,2.0,0.0,0.8771,0.0036,0.5614,-0.1142,0.8079,65.1888,0.0,0.0,0.0,0.0,down,77.19,2026-09-03T15:11:33,0.0,68.5
SPY261030P00702000,3.56,370.0,3.59,369.0,0.2107,303.0,15.0,-0.1252,0.0036,0.5669,-0.1265,-0.114,3.5878,0.225,4.09,4.13,3.5,down,3.5,2026-09-14T11:45:30,6.87023,3.27499997615814
SPY261030C00703000,63.98,23.0,64.38,23.0,0.2079,4.0,0.0,0.8745,0.0036,0.5694,-0.1154,0.8066,64.263,0.0,0.0,0.0,0.0,no_change,65.99,2026-08-03T11:45:41,0.0,67.5499992370606
SPY261030P00703000,3.63,367.0,3.66,365.0,0.2094,100.0,23.0,-0.1277,0.0037,0.5743,-0.1274,-0.1162,3.6503,0.265,3.97,4.06,3.6,down,3.6,2026-09-14T11:57:35,7.94603,3.33499991893768
SPY261030C00704000,61.53,4.0,63.46,23.0,0.1924,31.0,0.0,0.8719,0.0037,0.5776,-0.1166,0.8051,63.339,0.0,0.0,0.0,0.0,up,73.25,2026-09-04T09:40:56,0.0,66.620002746582
SPY261030P00704000,3.71,361.0,3.73,363.0,0.2082,121.0,12.0,-0.1305,0.0038,0.583,-0.1287,-0.1186,3.7285,0.72,4.08,4.2,3.98,down,4.12,2026-09-14T10:46:17,21.1765,3.40000009536743
SPY261030C00705000,62.14,23.0,62.56,4.0,0.2057,54.0,5.0,0.8692,0.0038,0.5858,-0.1178,0.8036,62.4167,-4.02,61.66,61.66,61.66,up,61.66,2026-09-14T10:10:28,-6.12058,65.6800003051758
SPY261030P00705000,3.78,359.0,3.81,362.0,0.2069,568.0,47.0,-0.1331,0.0039,0.591,-0.1297,-0.1207,3.7949,0.335,4.38,4.38,3.79,up,3.8,2026-09-14T12:04:58,9.66811,3.4650000333786
SPY261030C00706000,61.22,23.0,61.61,4.0,0.2042,90.0,0.0,0.8665,0.0039,0.5942,-0.119,0.802,61.4963,0.0,0.0,0.0,0.0,down,66.86,2026-09-08T12:58:02,0.0,64.7399997711182
SPY261030P00706000,3.85,359.0,3.88,358.0,0.2056,219.0,23.0,-0.1359,0.0039,0.5994,-0.1308,-0.1234,3.8699,0.505,4.33,4.33,4.04,down,4.04,2026-09-14T11:33:01,14.2857,3.5349999666214
SPY261030C00707000,60.31,23.0,60.72,23.0,0.2033,4.0,0.0,0.8637,0.0039,0.6026,-0.1203,0.8004,60.5778,0.0,0.0,0.0,0.0,up,63.25,2026-09-11T09:44:27,0.0,63.8449993133545
SPY261030P00707000,3.93,356.0,3.96,356.0,0.2043,21024.0,11.0,-0.1388,0.004,0.6076,-0.1319,-0.126,3.947,0.255,4.17,4.49,3.86,down,3.86,2026-09-14T11:45:30,7.07351,3.6049998998642
SPY261030C00708000,58.01,4.0,61.03,4.0,0.2007,15.0,0.0,0.8608,0.004,0.611,-0.1215,0.7986,59.6613,0.0,0.0,0.0,0.0,down,75.43,2026-08-10T12:33:40,0.0,62.9150009155274
SPY261030P00708000,4.01,353.0,4.04,351.0,0.2031,143.0,93.0,-0.1417,0.0041,0.6169,-0.133,-0.1287,4.0262,0.275,4.57,4.6,3.95,down,3.95,2026-09-14T11:57:35,7.48299,3.67500007152557
